Student_ID,Age,Math_Score,Science_Score,English_Score,Hours_Studied,Pass_Fail
STU_12089,14,37,42,50,2.7,0
STU_12090,14,39,40,19,5.7,0
STU_12091,17,63,56,62,11.8,1
STU_12092,15,48,48,47,6.9,0
STU_12093,16,31,23,56,1.2,0
STU_12094,18,46,57,55,6.8,1
STU_12095,18,37,59,60,7.1,1
STU_12096,14,45,55,45,7.2,0
STU_12097,17,67,70,49,14.7,1
STU_12098,17,46,58,69,13.3,1
STU_12099,18,50,46,60,8.4,1
STU_12100,16,69,84,73,22.9,1
STU_12101,15,32,37,54,5.7,0
STU_12102,16,67,39,58,7.4,1
STU_12103,19,62,55,39,7.9,1
STU_12104,19,34,47,60,2.9,0
STU_12105,15,47,60,52,8.0,1
STU_12106,18,19,25,46,2.5,0
STU_12107,15,28,45,46,5.2,0
STU_12108,17,39,40,27,8.6,0
STU_12109,19,40,52,55,3.2,0
STU_12110,14,51,67,45,9.7,1
STU_12111,14,47,50,51,4.6,0
STU_12112,18,53,43,43,6.3,0
STU_12113,17,57,48,53,10.7,1
STU_12114,16,38,46,49,7.6,0
STU_12115,17,56,45,46,9.6,0
STU_12116,14,60,53,54,10.4,1
STU_12117,14,44,42,48,7.5,0
STU_12118,19,34,40,44,9.9,0
STU_12119,17,56,50,64,5.1,1
STU_12120,17,55,60,48,10.7,1
STU_12121,14,20,66,59,6.9,0
STU_12122,16,85,60,70,16.2,1
STU_12123,18,46,33,65,8.7,0
STU_12124,18,69,55,45,5.6,1
STU_12125,17,58,65,55,10.8,1
STU_12126,18,63,76,61,16.6,1
STU_12127,14,47,62,57,5.9,1
STU_12128,14,37,61,48,5.3,0
STU_12129,17,37,30,51,0.8,0
STU_12130,17,71,67,52,8.7,1
STU_12131,19,38,45,64,6.5,0
STU_12132,17,60,63,57,10.7,1
STU_12133,16,47,58,56,10.9,1
STU_12134,18,39,33,52,3.0,0
STU_12135,17,79,71,78,13.3,1
STU_12136,15,49,41,44,4.8,0
STU_12137,19,53,66,63,5.9,1
STU_12138,15,53,46,47,9.8,0
STU_12139,14,69,34,50,3.7,0
STU_12140,18,35,40,42,5.3,0
STU_12141,17,26,59,45,3.5,0
STU_12142,15,77,45,53,13.9,1
STU_12143,18,43,57,60,6.3,1
STU_12144,14,45,62,43,3.3,1
STU_12145,16,58,42,55,3.4,1
STU_12146,19,62,54,53,12.7,1
STU_12147,18,65,46,50,4.5,1
STU_12148,18,47,36,68,5.9,1
STU_12149,16,43,78,46,8.2,1
STU_12150,18,23,55,44,6.6,0
STU_12151,14,42,29,44,2.0,0
STU_12152,14,33,48,57,11.4,0
STU_12153,16,51,51,59,6.9,1
STU_12154,19,67,40,56,9.5,1
STU_12155,17,56,42,61,11.9,1
STU_12156,15,40,43,34,1.6,0
STU_12157,17,66,67,62,12.0,1
STU_12158,18,91,91,79,27.5,1
STU_12159,15,65,54,63,10.1,1
STU_12160,16,64,61,59,16.4,1
STU_12161,16,37,60,60,13.7,1
STU_12162,19,68,67,66,11.7,1
STU_12163,15,58,48,49,13.9,1
STU_12164,14,54,55,42,15.3,1
STU_12165,15,66,59,50,15.6,1
STU_12166,18,43,41,42,3.4,0
STU_12167,14,53,60,73,14.4,1
STU_12168,16,34,49,75,6.8,0
STU_12169,15,68,70,53,16.0,1
STU_12170,17,46,37,56,10.7,0
STU_12171,19,42,27,43,3.4,0
STU_12172,17,70,59,69,17.2,1
STU_12173,19,53,54,53,4.8,1
STU_12174,18,68,42,43,6.6,1
STU_12175,17,72,69,60,19.5,1
STU_12176,15,46,53,53,8.7,1
STU_12177,15,63,51,66,6.4,1
STU_12178,17,59,66,46,7.6,1
STU_12179,15,48,55,35,6.3,0
STU_12180,18,60,68,73,12.6,1
STU_12181,14,47,47,58,6.5,1
STU_12182,18,51,65,41,7.8,1
STU_12183,19,54,57,61,11.2,1
STU_12184,18,44,35,65,10.5,0
STU_12185,19,44,71,52,5.1,1
STU_12186,15,75,59,74,12.7,1
STU_12187,14,37,52,57,5.7,0
STU_12188,15,39,34,53,4.0,0
STU_12189,16,30,63,50,2.1,0
STU_12190,15,60,42,54,7.2,1
STU_12191,19,48,38,57,2.5,0
STU_12192,15,30,30,48,4.6,0
STU_12193,15,29,54,64,7.9,0
STU_12194,14,71,59,65,15.1,1
STU_12195,15,34,33,54,6.7,0
STU_12196,14,49,42,45,2.9,0
STU_12197,17,42,51,50,7.5,0
STU_12198,16,69,59,65,14.8,1
STU_12199,14,51,30,63,6.6,0
STU_12200,19,60,67,69,16.6,1
STU_12201,17,40,38,46,7.9,0
STU_12202,14,62,66,41,12.0,1
STU_12203,14,44,47,63,9.1,1
STU_12204,16,75,73,92,16.1,1
STU_12205,19,70,76,68,23.8,1
STU_12206,18,49,48,46,5.9,0
STU_12207,18,47,65,64,8.8,1
STU_12208,14,62,54,52,15.1,1
STU_12209,15,45,42,72,9.3,1
STU_12210,19,37,47,52,2.0,0
STU_12211,17,21,36,52,6.7,0
STU_12212,15,44,45,47,9.3,0
STU_12213,15,63,52,75,18.6,1
STU_12214,19,50,63,49,8.5,1
STU_12215,14,56,35,58,4.4,0
STU_12216,14,45,46,60,9.4,1
STU_12217,14,81,53,79,17.6,1
STU_12218,14,36,43,53,5.3,0
STU_12219,18,34,46,86,5.8,0
STU_12220,14,26,55,57,5.4,0
STU_12221,18,47,30,50,3.2,0
STU_12222,18,51,45,50,8.3,0
STU_12223,14,54,65,63,7.7,1
STU_12224,16,40,52,43,2.2,0
STU_12225,17,43,39,42,4.7,0
STU_12226,15,54,52,50,9.0,1
STU_12227,18,78,77,56,11.8,1
STU_12228,19,55,48,85,13.7,1
STU_12229,19,78,39,62,12.4,1
STU_12230,17,58,45,47,8.0,1
STU_12231,19,44,42,60,2.8,0
STU_12232,16,53,41,55,6.9,0
STU_12233,19,5,50,60,1.1,0
STU_12234,15,49,55,76,9.0,1
STU_12235,15,38,40,34,5.2,0
STU_12236,18,59,35,21,1.6,0
STU_12237,14,50,47,78,10.0,1
STU_12238,16,66,74,57,17.5,1
STU_12239,18,39,37,29,2.5,0
STU_12240,16,41,43,51,10.5,0
STU_12241,14,41,58,41,6.2,0
STU_12242,19,52,43,42,4.8,0
STU_12243,19,22,32,60,4.8,0
STU_12244,14,49,65,48,6.2,1
STU_12245,18,37,54,34,6.2,0
STU_12246,14,62,51,54,7.8,1
STU_12247,17,47,43,41,4.5,0
STU_12248,15,29,43,48,5.1,0
STU_12249,18,51,53,55,11.0,1
STU_12250,16,47,42,59,4.2,0
STU_12251,17,49,47,50,9.3,0
STU_12252,18,48,47,60,6.4,1
STU_12253,14,45,41,34,5.6,0
STU_12254,14,81,73,78,20.6,1
STU_12255,14,45,43,63,3.3,1
STU_12256,14,67,60,62,18.1,1
STU_12257,16,58,58,50,12.8,1
STU_12258,17,34,52,39,5.3,0
STU_12259,19,73,36,59,13.0,1
STU_12260,15,66,45,59,0.7,1
STU_12261,16,41,34,46,5.0,0
STU_12262,16,43,40,62,4.3,0
STU_12263,19,63,26,43,10.0,0
STU_12264,19,67,63,54,12.0,1
STU_12265,15,55,46,55,9.9,1
STU_12266,15,41,47,57,8.6,0
STU_12267,19,77,61,56,13.5,1
STU_12268,14,64,38,72,12.4,1
STU_12269,16,47,47,65,5.2,1
STU_12270,18,38,53,49,5.6,0
STU_12271,15,57,59,52,12.0,1
STU_12272,15,31,47,47,7.8,0
STU_12273,19,57,51,65,8.1,1
STU_12274,17,61,51,47,8.7,1
STU_12275,18,41,49,31,2.1,0
STU_12276,18,35,59,36,5.1,0
STU_12277,15,58,51,64,10.5,1
STU_12278,14,52,48,35,5.0,0
STU_12279,17,40,42,48,6.9,0
STU_12280,18,63,59,58,10.5,1
STU_12281,15,65,65,42,13.9,1
STU_12282,18,59,60,63,14.9,1
STU_12283,17,57,68,58,15.4,1
STU_12284,17,46,50,32,7.3,0
STU_12285,16,38,48,55,6.8,0
STU_12286,19,44,35,53,3.5,0
STU_12287,19,72,68,66,17.5,1
STU_12288,15,59,43,58,6.7,1
STU_12289,17,69,74,67,17.3,1
STU_12290,16,56,45,63,9.5,1
STU_12291,16,58,64,50,14.3,1
STU_12292,18,40,48,38,7.6,0
STU_12293,18,51,58,44,11.1,1
STU_12294,16,76,61,52,14.6,1
STU_12295,18,52,39,74,5.8,1
STU_12296,17,67,74,53,15.4,1
STU_12297,14,24,35,44,3.9,0
STU_12298,17,75,77,65,20.3,1
STU_12299,16,37,35,51,8.7,0
STU_12300,16,32,43,71,5.1,0
STU_12301,17,46,74,40,12.7,1
STU_12302,18,45,51,80,9.7,1
STU_12303,18,47,42,49,2.2,0
STU_12304,19,48,64,62,6.2,1
STU_12305,16,33,43,50,4.0,0
STU_12306,15,37,47,59,4.3,0
STU_12307,19,48,51,39,4.2,0
STU_12308,18,61,41,42,10.8,0
STU_12309,17,60,54,88,13.2,1
STU_12310,18,32,47,71,4.8,0
STU_12311,17,34,25,35,1.8,0
STU_12312,19,61,53,54,1.1,1
STU_12313,16,64,82,83,23.0,1
STU_12314,18,55,58,62,8.8,1
STU_12315,17,79,72,57,12.7,1
STU_12316,16,45,57,75,7.1,1
STU_12317,15,56,38,54,1.5,0
STU_12318,17,46,38,46,10.2,0
STU_12319,19,50,62,62,19.1,1
STU_12320,15,39,40,39,5.3,0
STU_12321,15,30,46,45,1.3,0
STU_12322,14,25,44,47,3.5,0
STU_12323,18,54,43,68,13.1,1
STU_12324,17,62,62,64,9.7,1
STU_12325,15,57,76,66,15.5,1
STU_12326,14,46,66,58,8.0,1
STU_12327,19,70,46,69,11.8,1
STU_12328,16,38,51,49,6.1,0
STU_12329,17,48,34,23,3.7,0
STU_12330,15,39,76,81,11.9,1
STU_12331,18,49,59,50,13.2,1
STU_12332,14,43,43,59,5.4,0
STU_12333,15,80,62,61,18.2,1
STU_12334,18,59,71,81,18.4,1
STU_12335,15,33,50,39,4.2,0
STU_12336,17,45,28,42,4.3,0
STU_12337,17,47,59,44,4.5,1
STU_12338,17,38,55,59,7.4,1
STU_12339,19,41,62,54,6.3,1
STU_12340,19,52,60,55,3.2,1
STU_12341,14,31,44,51,4.6,0
STU_12342,17,41,49,57,1.5,0
STU_12343,18,33,35,57,1.7,0
STU_12344,15,54,38,65,2.7,1
STU_12345,16,81,89,73,22.3,1
STU_12346,18,81,64,72,20.8,1
STU_12347,19,52,60,78,12.3,1
STU_12348,19,53,38,64,5.4,1
STU_12349,18,48,36,54,2.7,0
STU_12350,19,54,46,38,7.9,0
STU_12351,17,51,69,38,10.4,1
STU_12352,14,45,51,57,4.9,1
STU_12353,15,34,62,63,10.0,0
STU_12354,14,59,26,41,3.5,0
STU_12355,15,39,47,55,5.5,0
STU_12356,15,44,45,42,6.8,0
STU_12357,14,60,77,75,21.1,1
STU_12358,18,50,69,57,4.5,1
STU_12359,15,59,31,63,10.3,0
STU_12360,14,39,49,53,4.1,0
STU_12361,15,18,66,46,3.7,0
STU_12362,16,37,41,48,4.8,0
STU_12363,18,54,52,67,8.1,1
STU_12364,17,73,76,71,19.5,1
STU_12365,15,44,25,56,5.3,0
STU_12366,16,55,62,61,13.3,1
STU_12367,17,58,65,76,21.7,1
STU_12368,17,61,73,66,9.3,1
STU_12369,15,47,59,54,14.7,1
STU_12370,14,41,38,57,4.7,0
STU_12371,15,43,63,54,10.2,1
STU_12372,16,66,62,61,11.7,1
STU_12373,17,46,52,57,3.0,1
STU_12374,15,39,64,34,4.4,0
STU_12375,14,54,43,40,6.6,0
STU_12376,15,29,63,43,4.9,0
STU_12377,18,47,68,45,7.1,1
STU_12378,14,29,35,46,2.7,0
STU_12379,16,82,64,86,20.5,1
STU_12380,17,64,61,73,14.0,1
STU_12381,15,100,92,77,35.0,1
STU_12382,14,35,60,58,3.3,1
STU_12383,18,61,46,56,10.4,1
STU_12384,14,33,48,54,5.0,0
STU_12385,19,32,36,38,3.7,0
STU_12386,18,58,61,45,13.6,1
STU_12387,16,41,73,62,8.3,1
STU_12388,17,53,66,52,6.3,1
STU_12389,16,47,57,61,9.5,1
STU_12390,15,32,51,67,4.5,0
STU_12391,14,31,50,47,4.4,0
STU_12392,19,51,43,48,5.1,0
STU_12393,18,37,81,81,15.2,1
STU_12394,18,51,74,61,14.5,1
STU_12395,14,55,45,40,3.2,0
STU_12396,19,68,68,75,20.0,1
STU_12397,14,56,49,51,7.8,1
STU_12398,15,58,58,47,10.3,1
STU_12399,16,42,46,51,5.0,0
STU_12400,18,33,62,63,8.1,0
STU_12401,15,28,49,36,3.6,0
STU_12402,16,30,36,37,4.7,0
STU_12403,15,63,47,58,12.9,1
STU_12404,19,65,69,47,13.1,1
STU_12405,18,45,43,43,10.6,0
STU_12406,14,45,44,52,6.1,0
STU_12407,14,41,39,61,3.2,0
STU_12408,16,65,52,71,16.2,1
STU_12409,17,52,63,59,13.7,1
STU_12410,19,55,40,61,2.0,1
STU_12411,16,66,53,79,13.3,1
STU_12412,17,47,69,57,6.3,1
STU_12413,15,51,33,54,12.0,0
STU_12414,19,32,34,65,2.8,0
STU_12415,15,48,41,67,5.2,1
STU_12416,18,46,38,57,8.5,0
STU_12417,19,73,93,81,20.5,1
STU_12418,17,31,74,46,8.5,0
STU_12419,18,56,55,39,14.8,1
STU_12420,14,50,65,44,9.2,1
STU_12421,17,61,58,57,9.0,1
STU_12422,16,45,72,56,10.9,1
STU_12423,14,34,49,64,7.7,0
STU_12424,14,62,63,43,12.8,1
STU_12425,16,41,58,33,3.8,0
STU_12426,19,32,63,62,7.8,0
STU_12427,14,57,74,53,21.5,1
STU_12428,17,56,53,59,15.2,1
STU_12429,18,52,46,56,9.7,1
STU_12430,14,74,42,53,14.0,1
STU_12431,17,57,75,71,18.3,1
STU_12432,15,43,43,24,1.7,0
STU_12433,17,27,52,73,6.7,0
STU_12434,18,48,46,47,5.1,0
STU_12435,17,55,31,46,2.9,0
STU_12436,16,78,78,100,23.2,1
STU_12437,18,48,62,42,11.2,1
STU_12438,19,72,51,49,13.7,1
STU_12439,15,48,46,66,5.3,1
STU_12440,16,48,42,35,6.6,0
STU_12441,19,39,49,59,8.0,0
STU_12442,17,57,43,49,10.1,0
STU_12443,18,51,55,41,12.5,0
STU_12444,15,42,58,53,2.1,1
STU_12445,16,57,52,64,12.0,1
STU_12446,19,58,42,53,6.9,1
STU_12447,19,63,62,88,18.7,1
STU_12448,15,63,63,55,16.6,1
STU_12449,17,60,71,65,9.5,1
STU_12450,15,47,65,58,8.2,1
STU_12451,19,47,47,63,6.6,1
STU_12452,14,49,48,51,10.2,0
STU_12453,16,62,46,47,16.1,1
STU_12454,15,57,42,47,8.3,0
STU_12455,19,63,27,50,5.6,0
STU_12456,17,33,59,62,8.2,0
STU_12457,19,40,67,56,9.6,1
STU_12458,17,40,40,51,3.7,0
STU_12459,15,41,47,67,3.0,1
STU_12460,17,43,36,51,5.7,0
STU_12461,18,63,49,60,18.7,1
STU_12462,18,51,64,67,15.6,1
STU_12463,18,33,46,29,2.5,0
STU_12464,14,51,62,31,4.2,0
STU_12465,15,58,78,57,12.4,1
STU_12466,19,53,45,41,6.1,0
STU_12467,19,42,64,50,10.5,1
STU_12468,14,54,45,58,2.6,1
STU_12469,17,44,51,60,8.1,1
STU_12470,14,53,50,53,7.6,1
STU_12471,17,58,58,61,13.7,1
STU_12472,17,48,53,51,10.1,1
STU_12473,16,55,68,64,8.7,1
STU_12474,19,45,44,56,2.2,0
STU_12475,18,100,90,80,21.9,1
STU_12476,17,63,48,68,11.9,1
STU_12477,16,50,18,51,5.0,0
STU_12478,19,62,47,47,8.6,1
STU_12479,18,52,40,50,6.3,0
STU_12480,17,47,34,54,7.0,0
STU_12481,17,66,76,55,15.5,1
STU_12482,14,51,31,68,4.2,0
STU_12483,14,71,63,76,12.1,1
STU_12484,19,49,84,61,15.9,1
STU_12485,18,36,44,69,11.1,0
STU_12486,17,62,47,59,7.3,1
STU_12487,19,36,59,45,4.8,0
STU_12488,19,28,42,55,5.2,0
STU_12489,15,33,55,46,8.7,0
STU_12490,14,68,58,44,8.3,1
STU_12491,18,67,61,65,13.0,1
STU_12492,17,32,38,53,2.8,0
STU_12493,19,55,55,92,15.4,1
STU_12494,17,90,75,76,30.0,1
STU_12495,15,57,56,48,7.7,1
STU_12496,18,45,43,63,7.0,1
STU_12497,19,40,62,53,7.4,1
STU_12498,17,62,67,47,8.5,1
STU_12499,14,47,37,46,6.6,0
STU_12500,15,36,48,45,1.8,0
STU_12501,18,54,70,65,7.3,1
STU_12502,15,29,44,59,8.8,0
STU_12503,14,69,76,54,16.3,1
STU_12504,18,47,50,70,4.2,1
STU_12505,15,57,80,57,20.0,1
STU_12506,16,27,41,44,6.3,0
STU_12507,14,37,64,63,4.5,1
STU_12508,14,58,50,75,11.9,1
STU_12509,14,48,54,55,5.9,1
STU_12510,16,66,50,39,7.8,1
STU_12511,16,51,56,55,8.1,1
STU_12512,17,42,47,43,11.5,0
STU_12513,19,46,38,81,7.6,1
STU_12514,15,35,52,56,7.1,0
STU_12515,17,44,44,61,6.2,0
STU_12516,15,69,51,53,10.8,1
STU_12517,19,50,53,71,5.7,1
STU_12518,16,58,50,58,16.6,1
STU_12519,19,56,63,45,8.2,1
STU_12520,16,31,43,51,2.3,0
STU_12521,19,25,61,65,9.6,0
STU_12522,17,42,60,80,10.6,1
STU_12523,18,70,71,81,16.7,1
STU_12524,17,52,34,64,4.9,0
STU_12525,15,60,57,42,4.4,1
STU_12526,17,59,59,50,11.7,1
STU_12527,14,76,58,52,15.2,1
STU_12528,15,50,44,49,4.8,0
STU_12529,19,61,57,34,9.4,0
STU_12530,15,60,52,68,7.7,1
STU_12531,18,49,52,39,4.9,0
STU_12532,16,59,66,41,7.4,1
STU_12533,19,54,51,57,14.6,1
STU_12534,15,25,59,39,8.2,0
STU_12535,19,54,48,60,7.2,1
STU_12536,19,59,68,47,11.3,1
STU_12537,19,54,79,67,15.3,1
STU_12538,16,30,47,60,4.1,0
STU_12539,17,54,60,50,9.6,1
STU_12540,19,54,60,44,6.4,1
STU_12541,14,55,61,45,8.2,1
STU_12542,18,46,70,46,11.9,1
STU_12543,16,39,46,48,6.7,0
STU_12544,15,55,45,54,7.6,1
STU_12545,16,61,49,45,13.9,1
STU_12546,15,64,53,49,10.4,1
STU_12547,16,45,49,55,7.5,0
STU_12548,15,58,50,55,8.7,1
STU_12549,19,50,56,25,8.3,0
STU_12550,17,32,47,54,2.1,0
STU_12551,15,60,51,68,8.8,1
STU_12552,15,31,47,42,3.3,0
STU_12553,14,63,70,43,15.1,1
STU_12554,15,43,35,40,3.2,0
STU_12555,14,45,57,43,6.2,0
STU_12556,18,55,41,64,5.4,1
STU_12557,19,74,82,53,18.3,1
STU_12558,14,66,63,57,14.7,1
STU_12559,17,38,41,65,1.2,0
STU_12560,19,68,33,55,7.9,0
STU_12561,14,56,50,51,3.7,1
STU_12562,19,60,53,54,8.8,1
STU_12563,19,64,58,69,11.7,1
STU_12564,19,46,52,60,9.3,1
STU_12565,18,56,64,79,12.1,1
STU_12566,17,54,57,74,6.8,1
STU_12567,16,62,58,59,9.4,1
STU_12568,16,65,70,58,11.9,1
STU_12569,14,52,40,53,6.0,0
STU_12570,19,63,39,44,4.5,0
STU_12571,14,43,50,52,5.2,0
STU_12572,18,58,56,37,7.4,1
STU_12573,18,58,56,46,8.1,1
STU_12574,15,57,41,64,9.8,1
STU_12575,18,49,34,56,4.9,0
STU_12576,15,61,56,57,12.1,1
STU_12577,17,65,53,72,20.6,1
STU_12578,14,49,49,68,5.5,1
STU_12579,17,91,80,70,27.0,1
STU_12580,18,78,64,54,22.2,1
STU_12581,17,31,45,61,8.1,0
STU_12582,17,32,51,59,7.3,0
STU_12583,17,36,31,59,5.2,0
STU_12584,18,57,53,46,13.1,1
STU_12585,19,42,49,38,8.4,0
STU_12586,17,57,49,58,8.9,1
STU_12587,15,55,43,52,4.6,1
STU_12588,18,72,73,56,13.3,1
STU_12589,17,51,59,69,6.9,1
STU_12590,19,53,38,49,3.9,0
STU_12591,18,43,40,67,7.7,1
STU_12592,16,42,42,60,4.8,0
STU_12593,19,53,77,51,16.7,1
STU_12594,15,87,52,59,22.0,1
STU_12595,17,69,51,39,7.8,1
STU_12596,16,58,58,66,14.5,1
STU_12597,16,39,73,62,14.3,1
STU_12598,18,26,49,60,0.5,0
STU_12599,16,38,32,57,5.3,0
STU_12600,15,37,64,40,8.6,0
STU_12601,15,36,24,47,6.1,0
STU_12602,14,46,52,27,5.0,0
STU_12603,15,68,69,65,14.8,1
STU_12604,19,25,64,82,6.0,0
STU_12605,16,47,56,57,9.8,1
STU_12606,15,61,54,63,14.1,1
STU_12607,18,55,56,64,17.3,1
STU_12608,14,44,59,53,3.9,1
STU_12609,16,41,62,48,4.1,1
STU_12610,14,47,48,62,9.1,1
STU_12611,16,30,41,38,1.8,0
STU_12612,18,45,59,42,4.3,0
STU_12613,14,56,71,48,15.8,1
STU_12614,17,38,55,57,11.5,1
STU_12615,19,49,42,41,7.4,0
STU_12616,19,42,47,73,10.6,1
STU_12617,16,40,67,53,12.0,1
STU_12618,17,42,39,27,3.0,0
STU_12619,14,44,43,39,5.9,0
STU_12620,17,57,71,65,17.0,1
STU_12621,17,54,54,62,9.2,1
STU_12622,14,57,57,59,9.6,1
STU_12623,18,51,47,45,7.8,0
STU_12624,17,41,38,41,2.1,0
STU_12625,17,29,39,43,5.4,0
STU_12626,18,66,61,62,10.2,1
STU_12627,17,51,48,53,6.0,1
STU_12628,17,33,47,44,4.0,0
STU_12629,17,43,35,42,4.3,0
STU_12630,19,68,72,58,17.2,1
STU_12631,15,45,50,51,5.8,0
STU_12632,18,80,70,77,15.3,1
STU_12633,17,33,57,58,9.6,0
STU_12634,19,33,52,49,6.9,0
STU_12635,18,21,27,46,4.8,0
STU_12636,16,57,68,77,11.7,1
STU_12637,16,66,48,70,14.2,1
STU_12638,17,61,68,69,12.4,1
STU_12639,19,38,42,57,3.2,0
STU_12640,19,50,31,51,5.8,0
STU_12641,18,43,47,65,6.2,1
STU_12642,18,46,26,31,1.8,0
STU_12643,19,65,66,74,10.5,1
STU_12644,18,46,51,66,11.4,1
STU_12645,19,52,45,63,11.1,1
STU_12646,15,52,61,48,10.1,1
STU_12647,19,61,48,63,6.6,1
STU_12648,16,35,51,63,4.7,0
STU_12649,18,58,47,44,6.5,0
STU_12650,19,38,65,48,9.6,1
STU_12651,19,76,60,51,16.1,1
STU_12652,18,59,36,60,8.4,1
STU_12653,15,48,40,53,8.2,0
STU_12654,15,48,46,71,2.0,1
STU_12655,18,48,47,39,10.0,0
STU_12656,14,56,78,54,16.7,1
STU_12657,18,66,38,53,7.5,1
STU_12658,18,42,60,60,7.1,1
STU_12659,15,53,44,59,6.3,1
STU_12660,15,68,70,59,11.9,1
STU_12661,18,46,46,51,1.9,0
STU_12662,18,69,64,63,15.3,1
STU_12663,18,54,56,64,6.9,1
STU_12664,15,64,66,50,10.1,1
STU_12665,18,61,57,54,12.5,1
STU_12666,18,42,26,57,4.3,0
STU_12667,17,36,63,71,7.9,1
STU_12668,14,50,46,46,6.8,0
STU_12669,16,52,69,52,3.6,1
STU_12670,14,50,55,56,14.2,1
STU_12671,17,44,45,58,6.5,0
STU_12672,16,46,51,31,3.5,0
STU_12673,18,65,59,50,8.2,1
STU_12674,17,29,47,42,2.9,0
STU_12675,18,54,42,48,6.0,0
STU_12676,15,49,42,28,9.5,0
STU_12677,19,33,35,70,2.6,0
STU_12678,17,47,41,30,11.5,0
STU_12679,15,44,72,60,8.5,1
STU_12680,17,62,48,45,12.5,1
STU_12681,17,55,55,45,12.4,1
STU_12682,15,53,54,53,5.9,1
STU_12683,16,35,48,59,6.0,0
STU_12684,14,61,49,45,10.6,1
STU_12685,18,46,43,37,3.9,0
STU_12686,17,27,38,35,3.9,0
STU_12687,18,60,44,53,5.3,1
STU_12688,19,44,47,37,3.0,0
STU_12689,15,49,33,63,3.5,0
STU_12690,18,53,55,36,3.6,0
STU_12691,15,56,49,58,6.5,1
STU_12692,18,45,42,69,6.3,1
STU_12693,14,67,57,61,13.6,1
STU_12694,14,29,60,33,6.6,0
STU_12695,14,52,58,58,7.5,1
STU_12696,14,88,72,64,19.8,1
STU_12697,14,30,34,46,1.3,0
STU_12698,14,60,58,72,9.0,1
STU_12699,15,65,49,53,6.9,1
STU_12700,17,59,71,61,9.5,1
STU_12701,18,55,47,44,5.6,0
STU_12702,14,31,65,49,6.6,0
STU_12703,15,54,65,75,15.7,1
STU_12704,15,68,44,58,10.5,1
STU_12705,15,57,82,56,6.8,1
STU_12706,17,49,31,61,4.8,0
STU_12707,18,39,24,67,3.9,0
STU_12708,17,48,27,39,5.8,0
STU_12709,16,65,77,48,7.2,1
STU_12710,15,70,91,83,19.8,1
STU_12711,16,57,53,76,8.6,1
STU_12712,19,51,51,48,5.2,1
STU_12713,14,31,43,49,1.3,0
STU_12714,14,38,28,54,4.7,0
STU_12715,17,61,62,54,5.8,1
STU_12716,18,57,66,58,9.1,1
STU_12717,16,39,35,67,5.9,0
STU_12718,18,68,74,48,20.3,1
STU_12719,17,37,48,45,6.8,0
STU_12720,14,71,58,67,13.9,1
STU_12721,18,37,35,42,2.5,0
STU_12722,18,46,49,57,7.6,1
STU_12723,14,52,40,62,4.7,1
STU_12724,16,44,71,78,14.1,1
STU_12725,14,46,48,55,6.2,0
STU_12726,18,64,57,79,15.9,1
STU_12727,16,53,56,59,11.4,1
STU_12728,16,40,46,48,5.7,0
STU_12729,14,35,42,32,3.8,0
STU_12730,18,47,53,39,4.9,0
STU_12731,17,37,46,52,6.6,0
STU_12732,18,57,51,58,11.4,1
STU_12733,15,44,37,56,7.8,0
STU_12734,19,53,58,79,12.6,1
STU_12735,17,67,77,72,16.6,1
STU_12736,16,45,50,63,8.1,1
STU_12737,17,55,40,70,4.1,1
STU_12738,16,51,46,52,9.8,0
STU_12739,16,84,55,63,21.5,1
STU_12740,17,51,71,73,13.0,1
STU_12741,16,44,58,61,9.4,1
STU_12742,16,26,53,49,4.5,0
STU_12743,15,43,52,52,7.0,0
STU_12744,18,37,34,46,2.6,0
STU_12745,18,42,41,48,3.6,0
STU_12746,19,60,49,56,9.9,1
STU_12747,19,45,37,44,2.2,0
STU_12748,15,58,44,58,6.4,1
STU_12749,19,32,54,57,3.4,0
STU_12750,17,42,64,43,3.8,0
STU_12751,14,40,42,64,8.1,0
STU_12752,14,48,44,36,4.9,0
STU_12753,14,58,45,54,2.9,1
STU_12754,15,33,37,57,5.6,0
STU_12755,15,47,43,47,2.8,0
STU_12756,16,73,66,63,15.4,1
STU_12757,14,47,56,55,11.7,1
STU_12758,17,60,63,52,11.7,1
STU_12759,19,40,45,50,4.6,0
STU_12760,17,52,26,50,10.1,0
STU_12761,19,47,43,67,8.9,1
STU_12762,14,41,60,27,4.8,0
STU_12763,14,60,55,52,7.5,1
STU_12764,14,39,13,27,2.5,0
STU_12765,15,36,29,38,3.9,0
STU_12766,19,49,57,47,7.4,1
STU_12767,15,24,42,66,5.8,0
STU_12768,15,44,26,68,9.6,0
STU_12769,18,56,56,51,4.9,1
STU_12770,17,45,55,53,6.3,1
STU_12771,17,44,42,65,7.8,1
STU_12772,16,45,58,63,4.7,1
STU_12773,15,54,40,45,6.2,0
STU_12774,19,64,46,62,8.8,1
STU_12775,18,63,62,54,17.8,1
STU_12776,18,39,27,46,4.7,0
STU_12777,17,43,51,58,5.8,1
STU_12778,15,69,64,52,12.9,1
STU_12779,16,62,57,57,14.7,1
STU_12780,15,76,62,39,10.7,1
STU_12781,14,59,45,66,14.5,1
STU_12782,15,61,52,40,4.5,1
STU_12783,14,51,63,51,13.7,1
STU_12784,14,43,50,73,12.0,1
STU_12785,16,41,48,42,3.7,0
